ID,STATE,BUSINESS_PRODUCT_ID,BUSINESS_ID,CUSTOMER_ID,ADVANCE_AMOUNT,EFFECTIVE_ADVANCE,EFFECTIVE_COLLECTION,FEE_AT_DUE,REPAYMENT_AMOUNT,DUE_DATE,CURRENCY,ADVANCE_DATE,GRACE_PERIOD_ENDS_AT,CREATED_AT,REQUESTED_AT,UPDATED_AT,PAID_AT,VERSION,_FIVETRAN_DELETED,_FIVETRAN_SYNCED,TOTAL
ia-d39750bf-5ae8-4afe-9182-b20cd3ff9687,rejected,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,69.89,,0,1.26,71.15,2022-01-22 06:00:00.000,USD,,2022-01-27 06:00:00.000,2021-12-23 06:00:00.000,2021-12-23 06:00:00.000,2022-01-18 15:30:36.678,,3,,2022-01-18 15:43:42.633 +0000,87.36
ia-ce3e4ebd-2a54-49e0-b299-0a6755364a45,rejected,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,474.88,,0,8.55,483.43,2022-01-22 06:00:00.000,USD,,2022-01-27 06:00:00.000,2021-12-23 06:00:00.000,2021-12-23 06:00:00.000,2022-01-18 15:30:36.455,,3,,2022-01-18 15:43:42.633 +0000,593.6
ia-6ceba45c-c049-4aa3-bbad-13ac6b3d7681,rejected,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,31.36,,0,0.58,31.94,2022-01-23 06:00:00.000,USD,,2022-01-28 06:00:00.000,2021-12-23 06:00:00.000,2021-12-23 06:00:00.000,2022-01-18 15:30:35.553,,3,,2022-01-18 15:43:42.634 +0000,39.2
ia-16529392-5172-4687-b017-281c7ed66454,rejected,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,295.68,,0,5.5,301.18,2022-01-23 06:00:00.000,USD,,2022-01-28 06:00:00.000,2021-12-23 06:00:00.000,2021-12-23 06:00:00.000,2022-01-18 15:30:35.429,,3,,2022-01-18 15:43:42.638 +0000,369.6
ia-4499bc8c-db2a-4eb3-8803-7b2ff16e9767,rejected,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,107.52,,0,2.78,110.3,2022-02-04 06:00:00.000,USD,,2022-02-09 06:00:00.000,2021-12-23 06:00:00.000,2021-12-23 06:00:00.000,2022-01-18 15:30:35.740,,3,,2022-01-18 15:43:42.638 +0000,134.4
ia-485de4c1-99d0-4fb9-a602-939c40a4decc,paid,c748404f-c154-42b7-b5c8-b4bc14685efd,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,31438.04,31438.04,31651.27,213.23,31651.27,2022-02-05 06:00:00.000,USD,2022-01-19 06:00:00.000,2022-02-10 06:00:00.000,2022-01-14 01:26:35.451,2022-01-14 01:26:35.451,2022-02-11 20:04:34.519,2022-02-11 20:04:34.519,30,,2022-02-11 20:13:43.746 +0000,34931.15
ia-e1d2826a-ed7c-4594-87c9-d1301b04d19e,paid,128127e6-4bb9-4138-a1f4-d857f373124f,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,25453.16,25453.16,25625.79,172.63,25625.79,2022-02-05 06:00:00.000,USD,2022-01-19 06:00:00.000,2022-02-10 06:00:00.000,2022-01-14 01:29:34.135,2022-01-14 01:29:34.135,2022-02-11 20:04:35.851,2022-02-11 20:04:35.851,29,,2022-02-11 20:13:43.747 +0000,28281.29
ia-b9544902-c09e-4e1b-8e57-f759e50eccb0,paid,123a6d9f-b3e0-477f-85f8-45d732055436,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,55039.89,55039.89,55457.28,417.39,55457.28,2022-02-07 06:00:00.000,USD,2022-01-19 06:00:00.000,2022-02-12 06:00:00.000,2022-01-14 01:15:51.271,2022-01-14 01:15:51.271,2022-02-15 16:46:53.645,2022-02-15 16:46:53.645,33,,2022-02-15 16:58:43.094 +0000,61155.43
ia-4a3b2cb2-10b0-47fc-9bc9-1b090f524f44,paid,c748404f-c154-42b7-b5c8-b4bc14685efd,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,31453.98,31453.98,31692.51,238.53,31692.51,2022-02-07 06:00:00.000,USD,2022-01-19 06:00:00.000,2022-02-12 06:00:00.000,2022-01-14 01:24:32.820,2022-01-14 01:24:32.820,2022-02-15 16:46:51.407,2022-02-15 16:46:51.407,34,,2022-02-15 16:58:43.099 +0000,34948.87
ia-7a5b5075-6676-450d-9cb6-bf1a8c06e090,paid,c748404f-c154-42b7-b5c8-b4bc14685efd,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,31753.09,31753.09,32032.07,278.98,32032.07,2022-02-10 06:00:00.000,USD,2022-01-19 06:00:00.000,2022-02-15 06:00:00.000,2022-01-14 01:23:31.124,2022-01-14 01:23:31.124,2022-02-22 19:27:53.352,2022-02-22 19:27:53.352,40,,2022-02-22 19:28:42.037 +0000,35281.21
ia-555ce465-bd1f-439b-a589-58ed9a1f1ad1,paid,123a6d9f-b3e0-477f-85f8-45d732055436,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,55216.32,55216.32,55967.86,618.18,55834.5,2022-02-16 06:00:00.000,USD,2022-01-19 06:00:00.000,2022-02-21 06:00:00.000,2022-01-14 01:13:44.435,2022-01-14 01:13:44.435,2022-02-24 16:40:03.113,2022-02-24 16:40:03.112,41,,2022-02-24 16:43:49.942 +0000,61351.47
ia-1b0e7d25-e33b-47c0-8e34-7f135ce570ee,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,205.2,,0,1.71,206.91,2022-03-22 21:47:00.000,USD,,2022-03-27 21:47:00.000,2022-03-02 23:47:50.052,2022-03-02 23:47:50.052,2022-03-04 00:04:14.983,,2,,2022-03-04 00:13:43.351 +0000,228
ia-b2ed4ee4-9dc8-4888-bdf8-ead8ca3d16f6,settlementCompleted,rec1RBQt6WidRAzhe,L4OOURHYGH,dfc35b3b-3090-4776-9eea-bc004c23976d,40981.15,40981.15,44707.21,865.77,41846.92,2022-04-12 05:00:00.000,USD,2022-02-01 06:00:00.000,2022-04-17 05:00:00.000,2022-02-01 22:02:04.064,2022-02-01 22:02:04.064,2022-03-14 14:12:17.229,2022-03-11 20:25:24.529,47,,2022-03-14 14:13:46.190 +0000,45534.61
ia-05c12bb6-5a5b-4fcc-8f01-954a8e0481cd,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,42.12,,0,0.26,42.38,2022-03-17 23:39:51.000,USD,,2022-03-22 23:39:51.000,2022-03-02 23:47:50.308,2022-03-02 23:47:50.308,2022-03-04 00:04:15.058,,2,,2022-03-04 00:13:43.352 +0000,46.8
ia-91f44260-05a1-45ec-8d70-db0602769696,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,67.5,,0,0.56,68.06,2022-03-22 21:58:46.000,USD,,2022-03-27 21:58:46.000,2022-03-02 23:55:21.935,2022-03-02 23:55:21.935,2022-03-04 00:02:56.327,,2,,2022-03-04 00:13:43.334 +0000,75
ia-6e05294c-13a3-43da-8b7e-c4bbb2746550,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,171,,0,1.42,172.42,2022-03-22 22:14:30.000,USD,,2022-03-27 22:14:30.000,2022-03-02 23:55:20.982,2022-03-02 23:55:20.982,2022-03-04 00:02:56.166,,2,,2022-03-04 00:13:43.354 +0000,190
ia-709f2ff1-adb2-48a2-8ae2-3cdcc7db4449,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,124.2,,0,0.98,125.18,2022-03-22 22:17:04.000,USD,,2022-03-27 22:17:04.000,2022-03-03 00:01:18.316,2022-03-03 00:01:18.316,2022-03-04 00:01:23.456,,2,,2022-03-04 00:13:43.359 +0000,138
ia-6e967adc-bca8-4b9d-867e-4543a30dcdce,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,65.88,,0,0.71,66.59,2022-03-29 17:12:18.000,USD,,2022-04-03 17:12:18.000,2022-03-03 00:01:17.542,2022-03-03 00:01:17.542,2022-03-04 00:01:23.282,,2,,2022-03-04 00:13:43.331 +0000,73.2
ia-80787ae0-4867-4903-b031-f6717e1bbba3,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,71.64,,0,0.39,72.03,2022-03-15 15:17:59.000,USD,,2022-03-20 15:17:59.000,2022-03-02 23:41:34.640,2022-03-02 23:41:34.640,2022-03-04 00:06:41.915,,2,,2022-03-04 00:13:43.347 +0000,79.6
ia-14284e66-f26e-4d19-9b8e-86d3f808421f,rejected,d2de6978-c490-4c48-bddc-ae10571eccc8,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,22.68,,0,0.56,23.24,2022-05-01 19:50:04.000,USD,,2022-05-06 19:50:04.000,2022-03-03 01:01:21.214,2022-03-03 01:01:21.214,2022-03-03 23:48:08.649,,2,,2022-03-03 23:58:43.380 +0000,25.2
ia-dcd464c2-b39c-4e94-a3dd-d22d9d3cbfd9,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,1932.3,1932.3,0,12.84,1945.14,2022-05-15 20:22:30.000,USD,2022-04-29 05:00:00.000,2022-05-20 20:22:30.000,2022-04-28 23:02:24.946,2022-04-28 23:02:24.946,2022-05-10 05:08:11.888,,16,,2022-05-10 05:13:48.109 +0000,2147
ia-14104616-68df-451f-8245-93f1e23984b1,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,183.74,183.74,0,2.64,186.38,2022-05-23 18:18:00.000,USD,2022-04-29 05:00:00.000,2022-05-28 18:18:00.000,2022-04-26 17:47:57.975,2022-04-26 17:47:57.975,2022-05-10 05:12:30.550,,17,,2022-05-10 05:13:48.261 +0000,229.68
ia-678f9fd7-5ec8-4dbb-9a32-2ab213f024ed,advanced,c748404f-c154-42b7-b5c8-b4bc14685efd,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,31781.95,31781.95,0,304.74,32086.69,2022-05-23 05:00:00.000,USD,2022-04-29 05:00:00.000,2022-05-28 05:00:00.000,2022-04-28 23:31:47.997,2022-04-28 23:31:47.997,2022-05-10 05:09:54.749,,16,,2022-05-10 05:13:48.195 +0000,35313.28
ia-6f8490db-edfe-45d9-b017-d797def25fab,advanced,66d5d538-cbdf-4302-a545-f553e532db93,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,9699.17,9699.17,0,242.08,9941.25,2022-06-30 05:00:00.000,USD,2022-04-29 05:00:00.000,2022-07-05 05:00:00.000,2022-04-28 23:31:50.464,2022-04-28 23:31:50.464,2022-05-10 05:12:30.222,,17,,2022-05-10 05:13:48.260 +0000,10776.86
ia-e571f6af-801a-4ef4-921a-3b9b865c8a71,advanced,5f3bf8ef-c5fd-48a9-bfc3-9e5ff38e9fbe,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,63203.76,63203.76,0,1013.28,64217.04,2022-06-08 05:00:00.000,USD,2022-04-29 05:00:00.000,2022-06-13 05:00:00.000,2022-04-28 23:31:46.573,2022-04-28 23:31:46.573,2022-05-10 05:09:13.357,,16,,2022-05-10 05:13:48.161 +0000,70226.4
ia-924721c5-ccbb-4c60-8171-2f78042bb265,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,1108.8,1108.8,0,21.32,1130.12,2022-06-14 20:04:06.000,USD,2022-04-29 05:00:00.000,2022-06-19 20:04:06.000,2022-04-28 23:02:26.410,2022-04-28 23:02:26.410,2022-05-10 05:09:05.235,,16,,2022-05-10 05:13:48.156 +0000,1232
ia-dc9c6b4d-e4b8-421d-80fd-5554348f0878,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,680.4,680.4,0,10.5,690.9,2022-06-05 20:45:49.000,USD,2022-04-29 05:00:00.000,2022-06-10 20:45:49.000,2022-04-28 23:02:23.242,2022-04-28 23:02:23.242,2022-05-10 05:10:21.870,,16,,2022-05-10 05:13:48.209 +0000,756
ia-a3d55660-110c-43fa-a87d-2353839eb24c,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,122.5,122.5,0,1.76,124.26,2022-05-23 17:54:00.000,USD,2022-04-29 05:00:00.000,2022-05-28 17:54:00.000,2022-04-26 17:47:54.077,2022-04-26 17:47:54.077,2022-05-10 05:09:08.277,,16,,2022-05-10 05:13:48.157 +0000,153.12
ia-6a38edac-d40b-4bf8-a266-bb4778b9e46a,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,324.8,324.8,0,4.67,329.47,2022-05-23 20:40:00.000,USD,2022-04-29 05:00:00.000,2022-05-28 20:40:00.000,2022-04-26 17:47:57.320,2022-04-26 17:47:57.320,2022-05-10 05:09:34.944,,16,,2022-05-10 05:13:48.177 +0000,406
ia-8399ed49-38fa-44e9-b60d-a5fc91058086,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,306.24,306.24,0,7.93,314.17,2022-06-11 15:48:00.000,USD,2022-04-29 05:00:00.000,2022-06-16 15:48:00.000,2022-04-26 17:48:00.088,2022-04-26 17:48:00.088,2022-05-10 05:09:39.109,,16,,2022-05-10 05:13:48.180 +0000,382.8
ia-2c6ef359-b5b3-4abd-a276-b641701f37a6,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,491.4,491.4,0,11.32,502.72,2022-06-23 22:45:38.000,USD,2022-04-29 05:00:00.000,2022-06-28 22:45:38.000,2022-04-28 23:02:29.630,2022-04-28 23:02:29.630,2022-05-10 05:02:56.006,,15,,2022-05-10 05:13:48.350 +0000,546
ia-8043b5cf-6240-4753-91a6-ecb1241d1bb2,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,43.2,43.2,0,0.96,44.16,2022-06-21 18:19:56.000,USD,2022-04-29 05:00:00.000,2022-06-26 18:19:56.000,2022-04-28 23:02:28.590,2022-04-28 23:02:28.590,2022-05-10 05:08:39.976,,15,,2022-05-10 05:13:48.292 +0000,48
ia-258b6deb-8a86-4e3f-853a-030c8f5f8086,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,68.4,68.4,0,0.65,69.05,2022-05-22 17:58:00.000,USD,2022-04-29 05:00:00.000,2022-05-27 17:58:00.000,2022-04-28 23:02:22.989,2022-04-28 23:02:22.989,2022-05-10 05:08:12.017,,15,,2022-05-10 05:13:48.290 +0000,76
ia-23e32936-91e7-43ac-97eb-6b3ecbe82d37,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,536.38,536.38,0,7.71,544.09,2022-05-23 18:11:00.000,USD,2022-04-29 05:00:00.000,2022-05-28 18:11:00.000,2022-04-26 17:47:56.397,2022-04-26 17:47:56.397,2022-05-10 05:01:45.747,,16,,2022-05-10 05:13:48.337 +0000,670.48
ia-0173c4d7-f79b-48a5-b864-3b5e73375256,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,1303.2,1303.2,0,32.78,1335.98,2022-06-28 18:15:57.000,USD,2022-04-29 05:00:00.000,2022-07-03 18:15:57.000,2022-04-28 23:02:25.369,2022-04-28 23:02:25.369,2022-05-10 05:02:42.654,,16,,2022-05-10 05:13:48.348 +0000,1448
ia-f77655f4-dc37-4ae4-afc9-f0d8b0f9dccd,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,35.73,35.73,0,0.51,36.24,2022-05-23 18:22:00.000,USD,2022-04-29 05:00:00.000,2022-05-28 18:22:00.000,2022-04-26 17:47:55.835,2022-04-26 17:47:55.835,2022-05-10 05:00:31.589,,16,,2022-05-10 05:13:48.315 +0000,44.66
ia-498dbf8d-0fed-4157-b488-a1c907caa2f6,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,587.42,587.42,0,15.21,602.63,2022-06-11 15:31:00.000,USD,2022-04-29 05:00:00.000,2022-06-16 15:31:00.000,2022-04-26 17:47:55.436,2022-04-26 17:47:55.436,2022-05-10 05:01:46.710,,16,,2022-05-10 05:13:48.337 +0000,734.28
ia-678c3d23-f51b-481e-b2a0-69f33673264b,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,16.2,16.2,0,0.26,16.46,2022-06-07 19:37:20.000,USD,2022-04-29 05:00:00.000,2022-06-12 19:37:20.000,2022-04-28 23:02:31.928,2022-04-28 23:02:31.928,2022-05-10 05:08:36.462,,16,,2022-05-10 05:13:48.130 +0000,18
ia-4b484452-f144-441f-95da-ec680b6b2336,advanced,66d5d538-cbdf-4302-a545-f553e532db93,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,10195.5,10195.5,0,342.09,10537.59,2022-07-21 05:00:00.000,USD,2022-04-29 05:00:00.000,2022-07-26 05:00:00.000,2022-04-28 23:31:47.522,2022-04-28 23:31:47.522,2022-05-10 05:13:07.929,,16,,2022-05-10 05:13:48.307 +0000,11328.33
ia-66f19bea-0d2e-478a-81c1-7736a3e90d26,advanced,recowfOnxgygZ4WZ7,O1EQU5SDZ8,bb9922de-e773-4cd3-89f3-6343fd15564e,1818.9,1818.9,0,19.68,1838.58,2022-05-30 05:00:00.000,USD,2022-05-05 05:00:00.000,2022-06-04 05:00:00.000,2022-05-03 21:45:20.952,2022-05-03 21:45:20.952,2022-05-10 05:05:01.307,,11,,2022-05-10 05:13:48.380 +0000,2021
ia-7fb99ef8-ac69-4ad4-a821-6f9c20e2a43e,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,1036.8,1036.8,0,9.92,1046.72,2022-05-22 19:18:29.000,USD,2022-04-29 05:00:00.000,2022-05-27 19:18:29.000,2022-04-28 23:02:21.721,2022-04-28 23:02:21.721,2022-05-10 05:08:11.612,,16,,2022-05-10 05:13:48.290 +0000,1152
ia-a6c4c423-775f-449b-aeb5-8907f7aa4eff,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,587.42,587.42,0,13.78,601.2,2022-06-07 16:59:00.000,USD,2022-04-29 05:00:00.000,2022-06-12 16:59:00.000,2022-04-26 17:47:58.109,2022-04-26 17:47:58.109,2022-05-10 05:12:41.385,,16,,2022-05-10 05:13:48.305 +0000,734.28
ia-6573e071-c14d-4ef0-99da-d78d5d56bbc9,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,536.38,536.38,0,12.59,548.97,2022-06-07 17:06:00.000,USD,2022-04-29 05:00:00.000,2022-06-12 17:06:00.000,2022-04-26 17:47:56.523,2022-04-26 17:47:56.523,2022-05-10 05:02:18.558,,16,,2022-05-10 05:13:48.277 +0000,670.48
ia-96ff99c8-5e0b-4005-935b-a5b70b54826f,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,60.32,60.32,0,1.01,61.33,2022-05-27 15:14:00.000,USD,2022-04-29 05:00:00.000,2022-06-01 15:14:00.000,2022-04-26 17:47:59.958,2022-04-26 17:47:59.958,2022-05-10 05:12:40.453,,16,,2022-05-10 05:13:48.305 +0000,75.4
ia-423fb0d1-0b0e-464a-8f28-c458e0f173eb,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,64.96,64.96,0,1.09,66.05,2022-05-27 21:50:00.000,USD,2022-04-29 05:00:00.000,2022-06-01 21:50:00.000,2022-04-26 17:47:55.695,2022-04-26 17:47:55.695,2022-05-10 05:03:14.345,,16,,2022-05-10 05:13:48.355 +0000,81.2
ia-a497dd39-984c-4012-8541-ae5cdcb12d49,advanced,recezwB1XAM1NRuPd,O1EQU5SDZ8,bb9922de-e773-4cd3-89f3-6343fd15564e,936.68,936.68,0,8.51,945.19,2022-05-18 05:00:00.000,USD,2022-04-27 05:00:00.000,2022-05-23 05:00:00.000,2022-04-27 16:05:10.514,2022-04-27 16:05:10.514,2022-05-10 05:07:08.809,,19,,2022-05-10 05:13:48.050 +0000,1040.75
ia-297b17ae-02fa-4fa2-bf69-99d37508f879,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,32.4,32.4,0,0.24,32.64,2022-05-17 20:39:17.000,USD,2022-04-29 05:00:00.000,2022-05-22 20:39:17.000,2022-04-28 23:02:21.271,2022-04-28 23:02:21.271,2022-05-10 05:06:29.012,,16,,2022-05-10 05:13:48.005 +0000,36
ia-3b6f3b8b-2e40-469f-85cc-59f6cbfc6393,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,8775,8775,0,83.97,8858.97,2022-05-22 18:01:54.000,USD,2022-04-29 05:00:00.000,2022-05-27 18:01:54.000,2022-04-28 23:02:21.586,2022-04-28 23:02:21.586,2022-05-10 05:05:03.597,,16,,2022-05-10 05:13:48.380 +0000,9750
ia-e71f520b-7513-411c-8a11-089a9d4dece3,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,174.6,174.6,0,2.18,176.78,2022-05-29 18:08:33.000,USD,2022-04-29 05:00:00.000,2022-06-03 18:08:33.000,2022-04-28 23:02:32.919,2022-04-28 23:02:32.919,2022-05-10 05:06:46.433,,16,,2022-05-10 05:13:48.014 +0000,194
ia-3d1376d2-df0d-4540-9d1b-a79165ef7ab0,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,297,297,0,1.97,298.97,2022-05-15 20:59:08.000,USD,2022-04-29 05:00:00.000,2022-05-20 20:59:08.000,2022-04-28 23:02:32.458,2022-04-28 23:02:32.458,2022-05-10 05:06:43.314,,16,,2022-05-10 05:13:48.011 +0000,330
ia-251d31bc-bf9b-4a13-82ab-b234670d84f2,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,306.24,306.24,0,7.93,314.17,2022-06-11 18:51:00.000,USD,2022-04-29 05:00:00.000,2022-06-16 18:51:00.000,2022-04-26 17:47:56.789,2022-04-26 17:47:56.789,2022-05-10 05:07:28.436,,16,,2022-05-10 05:13:48.287 +0000,382.8
ia-2e912364-f107-40ea-8f7e-ab48c020dd51,advanced,821549fc-a648-4adc-ab38-46211816be83,USMYMTRPZ8,63a35215-a42d-4233-a62f-7f9430180314,370.27,370.27,0,6.22,376.49,2022-05-27 15:31:00.000,USD,2022-04-29 05:00:00.000,2022-06-01 15:31:00.000,2022-04-26 17:47:54.606,2022-04-26 17:47:54.606,2022-05-10 05:07:38.944,,16,,2022-05-10 05:13:48.288 +0000,462.84
ia-54ecb014-ce2a-4777-9b45-37d1cbf90ce2,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,982.8,982.8,0,22.64,1005.44,2022-06-23 22:53:17.000,USD,2022-04-29 05:00:00.000,2022-06-28 22:53:17.000,2022-04-28 23:02:29.000,2022-04-28 23:02:29.000,2022-05-10 05:05:33.793,,16,,2022-05-10 05:13:48.391 +0000,1092
ia-080b2d00-9e8c-4c5a-9ed5-f935d34d1240,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,21.96,21.96,0,0.36,22.32,2022-06-07 19:42:45.000,USD,2022-04-29 05:00:00.000,2022-06-12 19:42:45.000,2022-04-28 23:02:30.535,2022-04-28 23:02:30.535,2022-05-10 05:03:33.590,,16,,2022-05-10 05:13:48.359 +0000,24.4
ia-becf1b79-4739-4903-9a2e-81a06a4be59b,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,495,495,0,3.7,498.7,2022-05-17 21:07:07.000,USD,2022-04-29 05:00:00.000,2022-05-22 21:07:07.000,2022-04-28 23:02:23.628,2022-04-28 23:02:23.628,2022-05-10 05:08:17.307,,16,,2022-05-10 05:13:48.291 +0000,550
ia-a72bd66a-5216-4408-9248-768462105194,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,13950,13950,0,104.36,14054.36,2022-05-17 18:44:06.000,USD,2022-04-29 05:00:00.000,2022-05-22 18:44:06.000,2022-04-28 23:02:25.617,2022-04-28 23:02:25.617,2022-05-10 05:04:50.404,,16,,2022-05-10 05:13:48.376 +0000,15500
ia-b6a629e4-cea9-45ed-816d-71f44f71edd9,advanced,6999413b-d8a7-482b-92af-b6c5c1fc8479,JTD63CS1MI,82a19bfa-2af2-411a-972d-96b488d0776a,2339.1,2339.1,0,15.55,2354.65,2022-05-15 20:33:11.000,USD,2022-04-29 05:00:00.000,2022-05-20 20:33:11.000,2022-04-28 23:02:25.241,2022-04-28 23:02:25.241,2022-05-10 05:08:15.998,,16,,2022-05-10 05:13:48.113 +0000,2599
ia-18280184-cd18-4efb-8bc8-3554d42eabc4,advanced,128127e6-4bb9-4138-a1f4-d857f373124f,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,21712.07,21712.07,0,173.35,21885.42,2022-05-19 05:00:00.000,USD,2022-04-29 05:00:00.000,2022-05-24 05:00:00.000,2022-04-28 23:31:49.314,2022-04-28 23:31:49.314,2022-05-10 05:09:06.714,,16,,2022-05-10 05:13:48.295 +0000,24124.52
ia-cb3e2089-8083-48f9-9348-e4d750f6bcb1,advanced,5f3bf8ef-c5fd-48a9-bfc3-9e5ff38e9fbe,WFIIN4JUGW,5690ae86-5acb-4bcb-af03-a7888e5d20dd,60865.2,60865.2,0,1817.49,62682.69,2022-07-12 05:00:00.000,USD,2022-04-29 05:00:00.000,2022-07-17 05:00:00.000,2022-04-28 23:31:46.439,2022-04-28 23:31:46.439,2022-05-10 05:04:43.341,,16,,2022-05-10 05:13:48.375 +0000,67628
